Id,SalePrice
1619,132009.6320768678
1620,157978.8093789988
1621,142252.87747443558
1622,143426.78841017207
1623,303275.04735883966
1624,213940.67527320347
1625,116809.23765660048
1626,160345.07436960138
1627,184728.04120883523
1628,265265.93371900613
1629,181957.05982376818
1630,424960.0779789515
1631,223467.02499009363
1632,238218.78810878572
1633,164554.25047292985
1634,187442.2803520847
1635,179571.97479135197
1636,163403.4595923015
1637,178786.19471109027
1638,183345.93551868436
1639,179622.05948594483
1640,235429.13947241186
1641,167770.77621213498
1642,230588.33160210468
1643,208252.47371910053
1644,230219.37705994712
1645,161988.66334322694
1646,159236.61196386692
1647,151724.5020598185
1648,130166.15467067185
1649,141420.75949010934
1650,113092.88588563733
1651,123847.41565485005
1652,95711.22764981339
1653,96949.37771786892
1654,156569.4434866501
1655,147083.34640031526
1656,150882.34444270818
1657,158465.4401477615
1658,151977.66889982403
1659,139376.33196249825
1660,152170.7306647325
1661,453432.7603104829
1662,406386.40853319544
1663,390675.79662699875
1664,514370.8595284272
1665,313121.65975213586
1666,336343.68591979373
1667,381540.33694733965
1668,337419.2136041631
1669,301092.139262868
1670,341355.88179084513
1671,258065.01362775423
1672,472893.97539012
1673,318666.1352205956
1674,241187.3647241421
1675,183595.1646220655
1676,179797.41042527862
1677,220490.26433888273
1678,473283.08938909357
1679,429232.6162513444
1680,342464.88269718003
1681,266955.0792989142
1682,299212.38129675895
1683,178849.62642529755
1684,164951.75193161028
1685,169895.01111794173
1686,164687.17105947703
1687,168948.57082906377
1688,189150.06421103567
1689,186209.71078836077
1690,190222.32901374318
1691,173365.07733569082
1692,251715.05735840666
1693,168564.543658044
1694,180418.65420863926
1695,173177.1606613076
1696,264072.0908818561
1697,173407.16509881266
1698,351440.30859471473
1699,318726.4408104929
1700,247168.92886915058
1701,250860.78760241592
1702,248134.85984340194
1703,248273.1138084152
1704,298302.0242781147
1705,223351.14644962922
1706,510439.47326773836
1707,217144.22949270016
1708,215923.08460243384
1709,273483.34703149495
1710,218473.76642328885
1711,265958.86536048545
1712,248199.01992732615
1713,271278.72627049993
1714,229310.29644578177
1715,203345.38263025717
1716,181412.71750557073
1717,167570.33915356427
1718,129326.01210811305
1719,203233.91025320184
1720,236793.48412664043
1721,163052.5066948128
1722,118699.82973140063
1723,157850.38187447432
1724,215615.32395836225
1725,242189.57293104575
1726,190639.36203126947
1727,172258.88323855706
1728,181446.75553602612
1729,169827.01875769498
1730,173600.24231192906
1731,128254.23946016477
1732,123759.42196311914
1733,119076.79131311551
1734,121686.06152789439
1735,130425.13473128114
1736,118577.22455911688
1737,383187.45541596593
1738,222591.33003931743
1739,322920.5400260134
1740,214452.58667543856
1741,201692.70855065717
1742,168836.7236517386
1743,162881.85724120555
1744,303536.94036151987
1745,217774.2307636856
1746,237095.1737077174
1747,195533.32923164486
1748,198727.93158932863
1749,152628.27555395573
1750,143584.0465031828
1751,234245.47769398196
1752,115707.86832833361
1753,132670.50630271196
1754,190496.24087208172
1755,163252.88605498918
1756,125400.89792213723
1757,120884.89711018873
1758,144294.60374792502
1759,174875.7730738972
1760,165670.3142349113
1761,138689.15110819225
1762,168441.30675158073
1763,158228.97940305213
1764,111829.21093403328
1765,171048.96894751018
1766,176160.12237250162
1767,213756.5551561933
1768,141828.9875325703
1769,158948.2250561338
1770,144317.23652552944
1771,125643.06580406257
1772,136579.77922940213
1773,153088.3889630645
1774,125247.07192957946
1775,131993.83646785596
1776,120659.80817335265
1777,113135.8420770202
1778,138697.29422574467
1779,112363.4652895098
1780,171676.87401469212
1781,131520.9146739442
1782,96068.04620052392
1783,137318.1591791276
1784,103360.8692649834
1785,113060.53527032667
1786,139598.40449620437
1787,166809.27329560483
1788,60199.15352920319
1789,96612.49616191325
1790,84789.38518475844
1791,189447.1027716666
1792,162087.9017989484
1793,134554.1217528869
1794,147224.39656277865
1795,131899.491062176
1796,121216.46060353641
1797,117941.0452150715
1798,124907.18927182403
1799,120317.97158731673
1800,123495.77082713427
1801,131276.24518171104
1802,142540.049306373
1803,147029.61022971623
1804,149168.8364910098
1805,133749.72928915746
1806,127115.74219380585
1807,123140.2778762584
1808,119741.94148549686
1809,131356.94270367196
1810,144081.19356108093
1811,124006.08230316205
1812,104350.78362683594
1813,125785.28596228817
1814,95028.6649181939
1815,64191.39659434456
1816,100948.04383456342
1817,117549.18841627122
1818,154322.11041654783
1819,117593.59010079812
1820,64858.13063450601
1821,112914.15590672051
1822,156230.31055344245
1823,56261.23397152517
1824,149736.0082377613
1825,134115.22613051
1826,105306.18500730526
1827,101186.241959863
1828,140327.61643209733
1829,111453.43485055755
1830,146450.67638105937
1831,157931.1558905155
1832,90076.36891589478
1833,136098.98437062223
1834,128390.68855930053
1835,136601.4256290138
1836,128960.83810607957
1837,80525.44510648942
1838,129673.674346321
1839,84324.10384948929
1840,168195.65609683905
1841,141700.1271749412
1842,81621.281716924
1843,131620.69647349225
1844,132604.14309450332
1845,123664.90436703528
1846,155476.28170332726
1847,136483.12080976972
1848,58855.241726069726
1849,121066.76004480822
1850,116664.58196206298
1851,161210.24441673726
1852,124318.97910601154
1853,127932.44429814366
1854,157882.03942360525
1855,140191.0098630083
1856,238592.7766306318
1857,157902.62852236055
1858,129724.94530250844
1859,116150.47467324491
1860,150098.01645504654
1861,118995.6794170862
1862,337633.17101195396
1863,331482.5076335999
1864,331482.5076335999
1865,342954.0397604036
1866,347235.87701235176
1867,232502.12671377705
1868,325470.78036450787
1869,208708.27682619897
1870,273180.63146455673
1871,239854.87181668746
1872,165768.25107044744
1873,250176.49065054057
1874,144438.47025948964
1875,203416.35184877377
1876,205021.85376507047
1877,203687.7155462841
1878,196085.66970252563
1879,137981.506430085
1880,139540.26532375868
1881,243054.4507017863
1882,244140.9529807155
1883,184694.19932740738
1884,212575.50192508826
1885,261824.76945184378
1886,304694.59693889675
1887,191697.74863046667
1888,335920.3453517919
1889,163963.52032263283
1890,139669.1585245855
1891,144209.562940956
1892,102372.25537622692
1893,132213.93231119637
1894,117267.69851452955
1895,136814.34859004835
1896,130299.55465408997
1897,113859.66069605289
1898,101499.25304210647
1899,143824.96858517715
1900,159847.53652906336
1901,170719.1169017207
1902,126775.83187894842
1903,220736.61620863507
1904,140508.48940746434
1905,204567.63063381112
1906,158481.36803005353
1907,221819.90543170588
1908,115512.80490200163
1909,132416.89467319148
1910,123846.64295386073
1911,221750.38604337306
1912,290854.4510672518
1913,128861.99199680233
1914,79944.59815408642
1915,326659.2868094007
1916,76107.1461317947
1917,239630.4376584969
1918,138515.09930207263
1919,157479.27377817893
1920,134186.54348870722
1921,470361.7292689923
1922,335572.4707971695
1923,215607.88192503297
1924,209154.38548556325
1925,210556.6678851283
1926,377086.2090271946
1927,138269.10738618777
1928,154892.35309453172
1929,125132.01846854544
1930,122621.64075855057
1931,138440.02790508023
1932,138320.2854144921
1933,172408.36904185274
1934,181952.47431726
1935,175578.96501586074
1936,189629.72208658417
1937,188843.03407071508
1938,166572.11197896802
1939,226182.36823916793
1940,184769.0438356862
1941,168291.95194379642
1942,188011.7825649948
1943,192309.39731408682
1944,332195.2257935236
1945,387934.25765099464
1946,151778.85266264
1947,314599.53252648225
1948,159008.1189044483
1949,228676.37629561432
1950,172628.41954932318
1951,252087.18107310755
1952,207678.97170849584
1953,174890.54724921045
1954,191865.54057526344
1955,127715.52345393997
1956,295325.5568714491
1957,153340.16046575102
1958,292481.6903567816
1959,135822.70734882893
1960,112644.16127179474
1961,117234.89507099146
1962,95483.09115900811
1963,107306.0097341764
1964,105968.38413193703
1965,151563.08732693695
1966,146910.71013024414
1967,307047.9344098927
1968,465843.7373698943
1969,388536.8301867595
1970,465907.7363064358
1971,413352.9599927703
1972,389704.0348717469
1973,260192.02681259345
1974,318092.078671116
1975,515138.6254785313
1976,277488.4108276337
1977,357969.41685279127
1978,331854.71919342433
1979,318670.4969790376
1980,189775.2932596168
1981,337010.492506528
1982,219907.69714818505
1983,197006.9640299416
1984,165016.94651703988
1985,209635.5271442857
1986,212782.4021858959
1987,171874.9518097858
1988,176505.09385375876
1989,191738.01490276682
1990,216756.37958299558
1991,229601.63137227434
1992,214439.09460344492
1993,163421.5020294639
1994,243845.28240307327
1995,179236.84010222214
1996,226275.4961286532
1997,282914.70588171255
1998,307463.18894374225
1999,262715.9847191345
2000,292465.1332565738
2001,263263.21352922096
2002,224732.76792623187
2003,238052.0610560862
2004,279162.0481618093
2005,218999.86123826608
2006,238584.52031226503
2007,234595.5694648036
2008,220330.73025084243
2009,195264.14080687248
2010,186354.55839929875
2011,143625.04807803626
2012,176720.64101837832
2013,188258.02661177056
2014,188837.68747728431
2015,193232.60269815678
2016,196422.38969104143
2017,204607.19163659448
2018,126277.874110464
2019,131908.47475508135
2020,104759.55291718265
2021,107325.29914504655
2022,168636.70412799128
2023,148570.6525818279
2024,228135.94251076187
2025,384815.7542430172
2026,171379.51078323676
2027,146767.7306023401
2028,167707.447731037
2029,166771.0583664442
2030,263403.88384622434
2031,259235.5345889954
2032,279209.35880433116
2033,262187.102329347
2034,160397.4650290066
2035,217258.47941160412
2036,193859.41994285895
2037,199171.96602710328
2038,333892.83469878056
2039,222594.3570893379
2040,407489.3950654415
2041,277344.8541844271
2042,205373.9934618692
2043,174310.88246710857
2044,157397.1980375806
2045,230544.11414156563
2046,138013.66668695884
2047,149953.19361023363
2048,137716.773406523
2049,129194.51785917989
2050,180833.84265653932
2051,100097.68203666138
2052,124967.4546236027
2053,151394.20994752503
2054,89806.67968002058
2055,152661.96646853557
2056,135469.08231552283
2057,122812.078946492
2058,221434.16916271648
2059,137752.48993414527
2060,166832.48640625557
2061,174169.31331592094
2062,135359.0328722962
2063,110735.5503555292
2064,135135.67174621517
2065,125534.74696490967
2066,181400.30352189654
2067,112873.79008294054
2068,122475.85592255744
2069,87019.26556535253
2070,106606.02771277579
2071,99012.64703616683
2072,129471.73229210827
2073,131827.7886468711
2074,169502.655669548
2075,145459.67444236687
2076,121142.6441873743
2077,153084.1036729824
2078,130311.92446255188
2079,129483.46583335467
2080,111735.62844557321
2081,119008.75841382035
2082,127111.44289331094
2083,139582.54130930244
2084,109564.56825438251
2085,124091.83948952901
2086,138963.79628645562
2087,119167.14021171302
2088,92038.20354484476
2089,86261.35479957286
2090,133245.19253654117
2091,109336.92325484108
2092,125756.09269013359
2093,121242.89434777346
2094,123658.3878044613
2095,163179.48946260076
2096,86281.62612216223
2097,95976.39505950267
2098,160723.1334858444
2099,68524.52431132992
2100,94928.78937578038
2101,111030.90665665643
2102,126905.24716786227
2103,99164.39084953783
2104,139130.9047450758
2105,132479.83401281404
2106,68042.91855237212
2107,217657.7492281236
2108,119062.21045152334
2109,113614.82031994635
2110,127953.15094052769
2111,160575.1268067216
2112,141144.173745124
2113,119923.3742814532
2114,104727.83259652964
2115,148851.41067975745
2116,111254.72906326843
2117,151207.11027189254
2118,118678.18351920812
2119,109581.75729366842
2120,109930.98626561665
2121,90366.64500831888
2122,105868.42922114591
2123,91584.95409762378
2124,155768.29465492137
2125,132384.76265343686
2126,159477.8076359945
2127,163451.84994483515
2128,129006.54775426062
2129,103440.34208534921
2130,148137.2675752551
2131,149962.2894644343
2132,114535.57346165416
2133,127389.3161030246
2134,115040.44957932309
2135,105745.5239820592
2136,82297.93688139184
2137,109290.69332098735
2138,141205.33640953817
2139,156674.1608245956
2140,142258.54766449454
2141,149394.37931179864
2142,130580.80648196004
2143,142121.6012352719
2144,104311.25183085348
2145,130055.10223713274
2146,161785.50853511394
2147,147981.0073468525
2148,131882.31946569413
2149,149336.38718175935
2150,224675.4843476873
2151,124446.58845098477
2152,188737.39686592884
2153,153255.5520246758
2154,109912.15371837925
2155,137149.1839575038
2156,259963.52968927263
2157,217386.07990731703
2158,249456.13140920596
2159,210025.1495255209
2160,176756.5865923593
2161,232992.32284374526
2162,444107.30788843584
2163,371721.6308719189
2164,240841.0735377606
2165,187398.934798669
2166,148768.3869366931
2167,215983.18105241348
2168,210015.4218276928
2169,198793.6071924333
2170,219827.7154934142
2171,159357.2035262711
2172,123620.31724753742
2173,168705.52061436782
2174,234246.28231174772
2175,287827.5623848343
2176,337700.1265921881
2177,254659.1582066933
2178,213663.00804203228
2179,142526.77414291765
2180,242931.15270009142
2181,193309.89875108594
2182,216124.46975196336
2183,195812.0030732222
2184,128398.47640584594
2185,128571.95728542564
2186,148855.3515477099
2187,147444.67814219266
2188,163110.40716444558
2189,212398.45799977804
2190,83609.54618212054
2191,82534.09841512734
2192,86766.39412679721
2193,94287.7668961972
2194,106836.76079559814
2195,104826.82588162333
2196,111003.1468381834
2197,107583.09279806125
2198,160954.74464770433
2199,166894.31421217413
2200,142265.26668839456
2201,132090.39001770527
2202,212452.6532718836
2203,154116.0992672456
2204,187076.5712478626
2205,109011.74609072786
2206,134381.6777040956
2207,215360.51376108124
2208,246327.33597203746
2209,200728.1864484822
2210,120311.29732988015
2211,112422.15466430857
2212,112598.61222132549
2213,104152.74783751865
2214,144290.20091412804
2215,107181.07522972714
2216,139333.10994812843
2217,81773.48360947438
2218,89748.66191141815
2219,75770.50316770367
2220,91559.35097855335
2221,328299.6427032862
2222,238732.2663248875
2223,243985.5785078728
2224,215617.3605853477
2225,123461.59624729588
2226,171789.49422680345
2227,199763.54179715295
2228,280806.15517391014
2229,262354.96164696844
2230,157144.3763419371
2231,215674.280608838
2232,171652.2219076521
2233,183653.0614861863
2234,253951.3688506987
2235,225560.54801313695
2236,278734.2931932782
2237,346866.3919843939
2238,194142.56068695942
2239,113599.30954034426
2240,159771.28935118616
2241,165575.36900048814
2242,133548.22157913595
2243,138131.3112100489
2244,106643.7537647077
2245,95567.90543661492
2246,144867.8818913246
2247,104719.35863832099
2248,124454.69291151113
2249,124538.1858831556
2250,141459.88249706134
2251,105986.64714411319
2252,182407.70676206067
2253,163607.1234806143
2254,179026.38802190273
2255,195611.00168745607
2256,184351.79857464752
2257,203891.09331024886
2258,166607.8570336943
2259,175861.63889865705
2260,147673.08708208296
2261,181158.7220934464
2262,194758.491518973
2263,355930.14846158074
2264,402428.6851713725
2265,163851.67215808306
2266,295174.92614336853
2267,429174.328375896
2268,352591.7923670753
2269,153434.65753462398
2270,174896.3987105195
2271,209118.35533463096
2272,194985.40294263946
2273,160131.67025269484
2274,173487.00677121343
2275,157534.99592160404
2276,177957.8248685166
2277,191201.80730709163
2278,152345.72652256425
2279,131703.44472261635
2280,121961.27136604337
2281,175765.24377707808
2282,178855.2629691616
2283,102405.57304481327
2284,108560.5159975752
2285,144589.98431158083
2286,129682.24209087789
2287,322278.68533472664
2288,266388.8232169269
2289,402245.39764716075
2290,438102.5331755921
2291,321700.2349577263
2292,452898.6814010113
2293,481881.14501858916
2294,380520.1295484481
2295,443354.945172113
2296,262086.3940672639
2297,316056.96967807075
2298,301381.69773281337
2299,379608.2345558456
2300,338224.6578794649
2301,287331.74351318117
2302,227185.6754288886
2303,227671.19229010798
2304,235959.22860295788
2305,179747.15502304115
2306,182313.81490641303
2307,189223.2897859553
2308,212320.4454662383
2309,270728.83305899927
2310,211326.8273616713
2311,179239.25973479007
2312,178407.25580676238
2313,175177.64663187155
2314,167531.60533627478
2315,177309.16461226676
2316,180973.5045360098
2317,183660.60240082882
2318,181375.73258348426
2319,175918.6827458843
2320,181574.25026521357
2321,249005.30234963098
2322,167838.26850378668
2323,171362.89922395925
2324,168923.81477251404
2325,213908.4591713228
2326,175169.08822873555
2327,205556.0240522503
2328,224505.11007312863
2329,182353.72614893105
2330,174222.00086615834
2331,335143.19582390616
2332,420341.9531479246
2333,315931.1077445293
2334,266496.8952701029
2335,230407.50576240267
2336,318463.4816816149
2337,214167.74710447667
2338,311122.72835218493
2339,211270.68340333374
2340,369008.5991322922
2341,229592.72658195213
2342,222054.30124976128
2343,220557.19475722057
2344,230226.39713743006
2345,227545.86651481705
2346,222713.1059901806
2347,203135.62667306093
2348,244183.8828526696
2349,159402.75063171852
2350,303500.81916176004
2351,251690.36408386484
2352,239189.70970347145
2353,242515.57933259296
2354,128510.8815689378
2355,142181.8107163384
2356,150177.2972340592
2357,200472.68239065193
2358,198285.70215927952
2359,122262.24921052429
2360,118606.384116486
2361,142910.18351752206
2362,283419.649224408
2363,137791.98530477987
2364,157400.3740212082
2365,213742.3550304928
2366,192115.62317021727
2367,215414.07881466206
2368,217614.79904950332
2369,201180.50915777282
2370,168400.72421305327
2371,171300.46986729134
2372,181281.78631197757
2373,252673.44861274914
2374,276814.202639913
2375,253627.53744306683
2376,293028.9840244751
2377,419759.6384055104
2378,142408.56246422106
2379,194531.39432347936
2380,141575.85591103174
2381,152368.22921243173
2382,205949.4857726223
2383,210932.3656236295
2384,250605.49464505902
2385,152751.79355320788
2386,137703.15538550564
2387,137287.6065563319
2388,111492.69749737614
2389,121025.90728016016
2390,137829.84763485362
2391,136425.12531827023
2392,110997.98769912685
2393,159447.5346789735
2394,139846.5454066613
2395,202235.0326094968
2396,153846.41135619793
2397,203995.3193482979
2398,118749.93132739206
2399,53054.045637102216
2400,65630.73926826403
2401,113227.65786933964
2402,134791.15382727355
2403,130108.11418587905
2404,149197.08754937723
2405,156508.53512809155
2406,138711.2325792739
2407,129543.73053506829
2408,140528.70251230386
2409,128199.17429484184
2410,171682.41155315237
2411,118684.7850591653
2412,161797.08709567832
2413,133260.529050728
2414,139450.84672420265
2415,119400.56117361365
2416,131395.6982559673
2417,135649.55559716668
2418,127724.06562644568
2419,115577.80658661963
2420,133183.47406409928
2421,138813.6693765012
2422,104237.68222639085
2423,120963.55497960415
2424,160277.90150811936
2425,215049.80278369997
2426,120897.87837809727
2427,143174.1671647221
2428,180095.38398891262
2429,116244.76233798816
2430,128026.72535567061
2431,112886.3636279824
2432,139942.87232503964
2433,148033.1687923335
2434,133397.95356695433
2435,151999.75100455183
2436,108675.3192784015
2437,105006.36900575068
2438,125886.47128706767
2439,103125.00062347302
2440,119809.42251530287
2441,100574.79567264178
2442,98259.80320945957
2443,119184.13261994468
2444,127886.9233464004
2445,83908.66023359576
2446,129792.02849117533
2447,205838.35200927005
2448,144894.692065924
2449,102608.31472669687
2450,152303.80437225377
2451,124033.1939146564
2452,203453.10279541631
2453,97465.23169163753
2454,129944.5455547455
2455,110484.77834132459
2456,142708.91962493342
2457,116686.58182402706
2458,117722.11052316155
2459,113152.00210101761
2460,160435.64482941767
2461,128570.28205950385
2462,141697.65869505994
2463,120531.99114778699
2464,186136.4293521365
2465,129363.78122478245
2466,111135.95970772662
2467,139577.03273964324
2468,85263.90292688564
2469,74733.96343536137
2470,187734.87773405507
2471,199298.9207457209
2472,161077.9297925059
2473,113524.12694199049
2474,90105.56823901535
2475,233584.0302508752
2476,109355.09306323697
2477,130521.51662358384
2478,157238.07310624464
2479,104741.88426037783
2480,147066.5302995299
2481,123906.36224383482
2482,127969.3736908
2483,107945.91682530114
2484,124288.54246844948
2485,120541.05265618354
2486,154231.85555395484
2487,150781.8315149829
2488,159720.56615302153
2489,138977.76438056698
2490,159544.44837808594
2491,92083.38978700407
2492,187248.67995461466
2493,153111.53803272688
2494,170668.4461916088
2495,88248.78334625356
2496,249338.37852384924
2497,144676.01163073862
2498,108039.30935192718
2499,89963.56925309358
2500,125979.54822711411
2501,130640.31974223371
2502,145698.7394861531
2503,93645.76184633
2504,188475.4141046705
2505,224900.8250331021
2506,244191.4447880049
2507,291207.5152702198
2508,251869.8477303266
2509,206028.99552857026
2510,219478.79994545586
2511,186993.871590589
2512,209860.18630994373
2513,222743.92465139658
2514,253473.24506100695
2515,152053.64557175763
2516,154841.42137768667
2517,140334.7891400527
2518,148973.66928400483
2519,232979.9029100364
2520,211665.48464674008
2521,184058.2421212157
2522,224723.9280249981
2523,125624.57276287042
2524,132435.0936429849
2525,147306.33603636903
2526,132086.89591491682
2527,110408.37095179186
2528,128030.273393261
2529,136480.2152047233
2530,120471.47100073409
2531,254079.6181129853
2532,233918.90759919252
2533,188614.07959581763
2534,219816.34466621198
2535,308368.92394947784
2536,235913.49529397904
2537,234730.66739200795
2538,183637.38701045464
2539,189931.5851200189
2540,182667.27255217574
2541,182650.98504349653
2542,151116.76718563022
2543,125012.30369973132
2544,129086.27778849429
2545,128137.8289921579
2546,136997.20757187624
2547,139487.00004363782
2548,154489.35647938543
2549,167215.77506824024
2550,478896.53132644104
2551,142264.26649616507
2552,127372.91666591856
2553,76880.17387579902
2554,113167.08998192349
2555,115311.3654799422
2556,99609.67929318291
2557,105364.96729554783
2558,135550.05308072863
2559,136545.63412839384
2560,126119.47264129354
2561,136149.8314865533
2562,137549.69376427287
2563,154267.86341500655
2564,172644.28796840593
2565,131421.4612054456
2566,177466.53416714145
2567,132866.4766224783
2568,201140.91538435244
2569,202814.39346603176
2570,120632.41890581737
2571,167658.96382005612
2572,178163.62411854
2573,222951.0654265179
2574,288359.8099388752
2575,134777.63226952177
2576,128978.7282807206
2577,160549.61119962722
2578,94560.19801005315
2579,75674.73138199175
2580,129892.14435123358
2581,127187.9921618179
2582,119867.9208532105
2583,291508.28362984903
2584,171195.73781369728
2585,177518.4333687995
2586,215871.67791503336
2587,186872.26426430908
2588,156960.1400938901
2589,146931.1010564526
2590,221912.52445965953
2591,192655.90164200607
2592,218320.52098849835
2593,258147.459120701
2594,171899.11858323426
2595,197326.87924808633
2596,352850.6038726301
2597,194275.05562771315
2598,291576.6772854094
2599,299405.7273393539
2600,108155.95058039656
2601,144957.98839427572
2602,85474.72775879377
2603,93805.00601022026
2604,85480.23495662415
2605,74927.45339398767
2606,140718.40861099056
2607,181148.3372956917
2608,208393.83464942354
2609,165233.2556189943
2610,112008.17725120424
2611,117708.9042093002
2612,155435.7497435544
2613,130522.08685863785
2614,127456.05001974985
2615,158544.86817806572
2616,136968.5208469041
2617,172044.454047938
2618,192040.57013698746
2619,206650.27066242482
2620,191553.21396268817
2621,179309.76620968283
2622,175782.95863794428
2623,216675.24728130753
2624,275647.5254013002
2625,328747.0526700088
2626,168596.27582040316
2627,178913.12332073197
2628,451532.3277917407
2629,450138.02781513403
2630,369252.54309672856
2631,422731.2900465707
2632,435139.7029468623
2633,307385.51427946956
2634,396930.40367298457
2635,155482.24200265875
2636,180427.1612521983
2637,179455.6838305396
2638,261121.2396354176
2639,186245.67416540036
2640,153079.86405727797
2641,108365.67424595475
2642,197206.95798882795
2643,102908.43600365611
2644,134379.70965807006
2645,105201.27365666098
2646,94554.81053575742
2647,96619.594593296
2648,138421.15717745497
2649,154363.48707928864
2650,141976.01343474284
2651,153992.18754834274
2652,407757.604184728
2653,248501.28027065122
2654,246210.4362995437
2655,358407.1194825733
2656,311001.32081718213
2657,328598.27405181364
2658,275422.248339101
2659,337821.41545549047
2660,334948.0777874014
2661,312887.897423383
2662,356681.30532995233
2663,279835.9625072021
2664,270143.9653611294
2665,312714.6970794178
2666,293216.10637126357
2667,161941.07755651284
2668,177464.0197791039
2669,182074.07535500082
2670,279493.6442411697
2671,178730.9773452097
2672,189122.12319145745
2673,210985.5708408009
2674,206141.07561315948
2675,160007.04753534222
2676,186709.74466516246
2677,200665.8753444574
2678,263720.2915582387
2679,264022.4046141551
2680,259359.80898916742
2681,443844.952350349
2682,344808.8668759496
2683,430667.70526787837
2684,299536.7398185178
2685,356617.00728269736
2686,244688.93403411677
2687,335282.359298852
2688,218374.32819885347
2689,213886.4588416604
2690,484549.70618274476
2691,187606.41693010982
2692,119380.723238612
2693,205557.96317938634
2694,120782.85551930321
2695,188725.3964374074
2696,187837.32356166813
2697,196530.92781912826
2698,205234.63162617036
2699,178966.5555082165
2700,167663.51744426254
2701,144613.0368393317
2702,117025.56289436853
2703,151650.87996469263
2704,142243.63928285002
2705,114483.39641976832
2706,118162.11185978558
2707,125334.01344264434
2708,132637.45689764305
2709,112041.7735626936
2710,126519.12965662137
2711,254528.63522002066
2712,381222.6913405938
2713,167497.44477710186
2714,146783.9834303121
2715,169674.5977614593
2716,158521.8029482059
2717,178518.7895471803
2718,214333.28925397966
2719,151056.68047762648
2720,156243.79087886473
2721,139366.4271540129
2722,160569.86851070225
2723,146916.1396152092
2724,126710.21870750518
2725,134106.3374920534
2726,148820.79079935205
2727,179998.4445318514
2728,170522.15842628846
2729,151717.3358145176
2730,138436.8747759375
2731,123865.55869341607
2732,112900.79104039753
2733,149330.80055227948
2734,137318.77391760613
2735,135051.28727844977
